step,time_fs,phase,ac_value,applied_i,v_cell_calc,v_cell_eis,foil_a_de,foil_b_de
80191,450955.00,0.029844,1.790412e-3,-1.790412e-3,-4.937066e-1,-1.054807e0,0,0
80192,450960.00,0.030002,1.799849e-3,-1.799849e-3,-4.761206e-1,-1.055708e0,0,0
80193,450965.00,0.030159,1.809286e-3,-1.809286e-3,-4.755737e-1,-1.053828e0,0,0
80194,450970.00,0.030315,1.818666e-3,-1.818666e-3,-4.827466e-1,-1.053864e0,0,0
80195,450975.00,0.030473,1.828103e-3,-1.828103e-3,-4.835244e-1,-1.057785e0,0,0
80196,450980.00,0.030630,1.837540e-3,-1.837540e-3,-5.197862e-1,-1.057824e0,0,0
80197,450985.00,0.030787,1.846977e-3,-1.846977e-3,-4.997972e-1,-1.056563e0,0,0
80198,450990.00,0.030944,1.856357e-3,-1.856357e-3,-4.986715e-1,-1.057848e0,0,0
80199,450995.00,0.031101,1.865794e-3,-1.865794e-3,-4.989544e-1,-1.058167e0,0,0
80200,451000.00,0.031259,1.875230e-3,-1.875230e-3,-4.289361e-1,-1.055043e0,0,0
80201,451005.00,0.031415,1.884610e-3,-1.884610e-3,-4.996377e-1,-1.054732e0,0,0
80202,451010.00,0.031572,1.894047e-3,-1.894047e-3,-4.999573e-1,-1.054380e0,0,0
80203,451015.00,0.031730,1.903483e-3,-1.903483e-3,-4.510847e-1,-1.053780e0,0,0
80204,451020.00,0.031887,1.912920e-3,-1.912920e-3,-5.026221e-1,-1.054048e0,0,0
80205,451025.00,0.032043,1.922299e-3,-1.922299e-3,-5.173558e-1,-1.052518e0,0,0
80206,451030.00,0.032201,1.931736e-3,-1.931736e-3,-5.001134e-1,-1.052770e0,0,0
80207,451035.00,0.032358,1.941172e-3,-1.941172e-3,-4.442763e-1,-1.056053e0,0,0
80208,451040.00,0.032515,1.950552e-3,-1.950552e-3,-4.470159e-1,-1.055656e0,0,0
80209,451045.00,0.032672,1.959988e-3,-1.959988e-3,-4.926628e-1,-1.055872e0,0,0
80210,451050.00,0.032829,1.969424e-3,-1.969424e-3,-4.296126e-1,-1.056862e0,0,0
80211,451055.00,0.032987,1.978860e-3,-1.978860e-3,-4.351205e-1,-1.055183e0,0,0
80212,451060.00,0.033143,1.988239e-3,-1.988239e-3,-4.926627e-1,-1.056144e0,0,0
80213,451065.00,0.033300,1.997676e-3,-1.997676e-3,-4.392207e-1,-1.054987e0,0,0
80214,451070.00,0.033458,2.007112e-3,-2.007112e-3,-4.770952e-1,-1.051911e0,0,0
80215,451075.00,0.033614,2.016491e-3,-2.016491e-3,-4.400233e-1,-1.053114e0,0,0
80216,451080.00,0.033772,2.025927e-3,-2.025927e-3,-4.383744e-1,-1.053697e0,0,0
80217,451085.00,0.033929,2.035362e-3,-2.035362e-3,-4.566871e-1,-1.056514e0,0,0
